question,answer,nhops,base_question,cypher,neo4j_response,evaluation,evaluation_error
when did the films release whose directors also directed [The Science of Sleep],2001|2004|2008|2009|2011|2013|2012,3,when did the films release whose directors also directed [],"
MATCH (y:`year`)<-[:release_year]-(m:`movie`)-[:directed_by]->(:`director`)<-[:directed_by]-(m2:`movie` {name: 'The Science of Sleep'}) 
WHERE m <> m2 
RETURN y LIMIT 200
","[{'y': '2011'}, {'y': '2008'}, {'y': '2013'}, {'y': '2008'}, {'y': '2004'}, {'y': '2001'}, {'y': '2009'}, {'y': '2012'}, {'y': '2013'}]",matched,
which person directed the films acted by the actors in [Penelope],Elia Kazan|Barry Sonnenfeld|Farah Khan|Stu Zicherman|Tim Burton|Duilio Coletti|Stuart Rosenberg|Rob Pritts|Richard Quine|Elaine May|John Cassavetes|William Conrad|Bruce Robinson|Claude Lelouch|Michael Anderson|Ronald Neame|William Friedkin|Gil Kenan|Robert Moore|Robert Mulligan|John G. Avildsen|Douglas Trumbull|Clive Donner|Timo Tjahjanto|Stuart Heisler|Robert Wise|David Butler|Christopher Guest|Steve Miner|Robert Zemeckis|Arthur Hiller|Laís Bodanzky|Susan Stroman|Robert Aldrich|Sydney Pollack|Irving Rapper|Henry Selick|Peter Yates|Michael Apted|Sidney Lumet|Sam Mendes|Joe Mantegna|Blake Edwards|Daryl Duke|Mel Brooks|George Sherman|Madonna|Mike Mitchell|Burt Balaban|Jerome Robbins|Edward Dmytryk,3,which person directed the films acted by the actors in [],"
MATCH (a:`actor`)<-[:starred_actors]-(m:`movie` {name: 'Penelope'})-[:starred_actors]->(:`actor`)<-[:directed_by]-(m2:`movie`)-[:directed_by]->(d:`director`)
RETURN d  
",[],unmatched,
what words describe film [Midnight in Paris],comedy|fantasy|paris|woody allen|owen wilson|rachel mcadams|adrien brody|nostalgia|marion cotillard|kathy bates,1,what words describe film [],"
MATCH (m:`movie` {name: 'Midnight in Paris'})-[:has_tags]->(t:`tag`) RETURN t LIMIT 200
","[{'t': 'kathy bates'}, {'t': 'marion cotillard'}, {'t': 'nostalgia'}, {'t': 'adrien brody'}, {'t': 'rachel mcadams'}, {'t': 'owen wilson'}, {'t': 'woody allen'}, {'t': 'paris'}, {'t': 'fantasy'}, {'t': 'comedy'}]",matched,
what year was the movie [Gardenia] released,1979,1,what year was the movie [] released,"
MATCH (y:`year`)<-[:release_year]-(m:`movie` {name: 'Gardenia'}) RETURN y LIMIT 1
",[{'y': '1979'}],matched,
who is the creator of the film script for [Harishchandrachi Factory],Paresh Mokashi,1,who is the creator of the film script for [],"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'Harishchandrachi Factory'}) RETURN w LIMIT 200
",[{'w': 'Paresh Mokashi'}],matched,
what is a film written by [Tony Palmer],200 Motels|The Space Movie,1,what is a film written by [],"
MATCH (w:`writer` {name:'Tony Palmer'})<-[:written_by]-(m:`movie`) RETURN m LIMIT 200
","[{'m': '200 Motels'}, {'m': 'The Space Movie'}]",matched,
what was the genre of the film [McQ],Drama|Crime,1,what was the genre of the film [],"
MATCH (m:`movie` {name: 'McQ'})-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
","[{'g': 'Drama'}, {'g': 'Crime'}]",matched,
the movie [The Wizard of Baghdad] starred who,Diane Baker|Dick Shawn,1,the movie [] starred who,"
MATCH (m:`movie` {name: 'The Wizard of Baghdad'})-[:starred_actors]->(a:`actor`) RETURN a LIMIT 200
","[{'a': 'Dick Shawn'}, {'a': 'Diane Baker'}]",matched,
what was the release year of [The Hireling],1973,1,what was the release year of [],"
MATCH (m:`movie` {name: 'The Hireling'})-[:release_year]->(y:`year`) RETURN y LIMIT 1
",[{'y': '1973'}],matched,
what genre is [White of the Eye] in,Thriller,1,what genre is [] in,"
MATCH (g:`genre`)<-[:has_genre]-(m:`movie` {name: 'White of the Eye'}) RETURN g LIMIT 200
",[{'g': 'Thriller'}],matched,
what was the release date of the movie [Coral Reef Adventure],2003,1,what was the release date of the movie [],"
MATCH (m:`movie` {name: 'Coral Reef Adventure'})-[:release_year]->(y:`year`) RETURN y LIMIT 1
",[{'y': '2003'}],matched,
who is the director for [Buffalo '66],Vincent Gallo,1,who is the director for [],"
MATCH (m:`movie` {name: ""Buffalo '66""})-[:directed_by]->(d:`director`) RETURN d LIMIT 200
",[{'d': 'Vincent Gallo'}],matched,
how popular of a movie is [Lords of Dogtown],famous,1,how popular of a movie is [],"
MATCH (m:`movie` {name: 'Lords of Dogtown'})-[:has_imdb_votes]->(v:`imdbvotes`)
RETURN m.name as Movie, v.value as Popularity
",[{'Movie': 'Lords of Dogtown'}],unmatched,
what movies was [Kevin Jakubowski] the writer of,Assassination of a High School President,1,what movies was [] the writer of,"
MATCH (w:`writer` {name:'Kevin Jakubowski'})<-[:written_by]-(m:`movie`) RETURN m LIMIT 200
",[{'m': 'Assassination of a High School President'}],matched,
describe the movie [John Tucker Must Die] in a few words,high school|betty thomas,1,describe the movie [] in a few words,"
MATCH (m:`movie` {name: 'John Tucker Must Die'})-[:has_tags]->(t:`tag`) 
RETURN t.name AS Tag LIMIT 200
","[{'Tag': 'betty thomas'}, {'Tag': 'high school'}]",matched,
what is the language spoken in the movie [Pinocchio],Italian,1,what is the language spoken in the movie [],"
MATCH (m:`movie` {name: 'Pinocchio'})-[:in_language]->(l:`language`) RETURN l LIMIT 200
",[{'l': 'Italian'}],matched,
the director of [Three Guys Named Mike] was,Charles Walters,1,the director of [] was,"
MATCH (d:`director`)<-[:directed_by]-(:`movie` {name: 'Three Guys Named Mike'}) RETURN d LIMIT 200
",[{'d': 'Charles Walters'}],matched,
"the movie [Will Success Spoil Rock Hunter?], when was it released",1957,1,"the movie [], when was it released","
MATCH (m:`movie` {name: 'Will Success Spoil Rock Hunter?'})-[:release_year]->(y:`year`) RETURN y LIMIT 1
",[{'y': '1957'}],matched,
"which topics is [Drive, He Said] about",jack nicholson,1,which topics is [] about,"
MATCH (m:`movie` {name: 'Drive, He Said'})-[:has_tags]->(t:`tag`) RETURN t LIMIT 200
",[{'t': 'jack nicholson'}],matched,
who starred in [Salome's Last Dance],Douglas Hodge|Nickolas Grace,1,who starred in [],"
MATCH (a:`actor`)<-[:starred_actors]-(m:`movie` {name: ""Salome's Last Dance""}) RETURN a LIMIT 200
","[{'a': 'Nickolas Grace'}, {'a': 'Douglas Hodge'}]",matched,
what was the release date of [Guns of the Magnificent Seven],1969,1,what was the release date of [],"
MATCH (m:`movie` {name: 'Guns of the Magnificent Seven'})-[:release_year]->(y:`year`) RETURN y LIMIT 1
",[{'y': '1969'}],matched,
how famous of a film was [Pumping Iron],famous,1,how famous of a film was [],"
MATCH (m:`movie` {name: 'Pumping Iron'})-[:has_imdb_rating]->(r:`imdbrating`), (m)-[:has_imdb_votes]->(v:`imdbvotes`)
RETURN m.name as Movie, r.value as IMDb_Rating, v.value as IMDb_Votes
",[],unmatched,
what movie did [Vittorio de Benedetti] write the story for,A Walk in the Clouds,1,what movie did [] write the story for,"
MATCH (w:`writer` {name:'Vittorio de Benedetti'})<-[:written_by]-(m:`movie`) RETURN m  
",[{'m': 'A Walk in the Clouds'}],matched,
how popular is [The Wizard of Oz],famous,1,how popular is [],"
MATCH (m:`movie` {name: 'The Wizard of Oz'})-[:has_imdb_votes]->(v:`imdbvotes`) 
RETURN m.name as Movie, v.value as Popularity
",[{'Movie': 'The Wizard of Oz'}],unmatched,
can you name a film directed by [Jonathan English],Ironclad,1,can you name a film directed by [],"
MATCH (d:`director` {name:'Jonathan English'})<-[:directed_by]-(m:`movie`) RETURN m LIMIT 1
",[{'m': 'Ironclad'}],matched,
can you describe movie [Sleeper] in a few words,futuristic|woody allen,1,can you describe movie [] in a few words,"
MATCH (m:`movie` {name: 'Sleeper'})-[:has_tags]->(t:`tag`) RETURN t.name LIMIT 200
","[{'t.name': 'woody allen'}, {'t.name': 'futuristic'}]",matched,
what are some words that describe movie [Dominick and Eugene],robert m. young,1,what are some words that describe movie [],"
MATCH (m:`movie` {name: 'Dominick and Eugene'})-[:has_tags]->(t:`tag`) RETURN t LIMIT 200
",[{'t': 'robert m. young'}],matched,
who was the director of [The Bothersome Man],Jens Lien,1,who was the director of [],"
MATCH (m:`movie` {name: 'The Bothersome Man'})-[:directed_by]->(d:`director`) RETURN d LIMIT 200
",[{'d': 'Jens Lien'}],matched,
what was the rating of [Toy Soldiers],good,1,what was the rating of [],"
MATCH (m:`movie` {name: 'Toy Soldiers'})-[:has_imdb_rating]->(r:`imdbrating`) RETURN r LIMIT 200
",[{'r': 'good'}],matched,
what is a movie written by [Norman Bogner],Privilege,1,what is a movie written by [],"
MATCH (w:`writer` {name:'Norman Bogner'})<-[:written_by]-(m:`movie`) RETURN m LIMIT 200
",[{'m': 'Privilege'}],matched,
which words describe movie [The Lady Vanishes],bd-r|alfred hitchcock|train,1,which words describe movie [],"
MATCH (m:`movie` {name: 'The Lady Vanishes'})-[:has_tags]->(t:`tag`) RETURN t LIMIT 200
","[{'t': 'train'}, {'t': 'alfred hitchcock'}, {'t': 'bd-r'}, {'t': 'cybill shepherd'}, {'t': 'herbert lom'}, {'t': 'remake'}]",matched,
what words describe [Algiers],own,1,what words describe [],"
MATCH (m:`movie` {name: 'Algiers'})-[:has_tags]->(t:`tag`) RETURN t LIMIT 200
",[{'t': 'own'}],matched,
who directed the film [Abandon],Stephen Gaghan,1,who directed the film [],"
MATCH (m:`movie` {name: 'Abandon'})-[:directed_by]->(d:`director`) RETURN d LIMIT 200
",[{'d': 'Stephen Gaghan'}],matched,
what movies can be described with [james parrott],The Music Box|Pardon Us|Two Tars,1,what movies can be described with [],"
MATCH (s:`movie`)-[r:has_tags]->(o:`tag`)
WHERE toLower(o.name)='james parrott' RETURN s LIMIT 200
","[{'s': 'Two Tars'}, {'s': 'Pardon Us'}, {'s': 'The Music Box'}]",matched,
what is the genre for the movie [Catacombs],Horror,1,what is the genre for the movie [],"
MATCH (m:`movie` {name: 'Catacombs'})-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
",[{'g': 'Horror'}],matched,
which films can be described by [grief],The Queen,1,which films can be described by [],"
MATCH (s:`movie`)-[r:has_tags]->(o:`tag`)
WHERE toLower(o.name)='grief' RETURN s LIMIT 200
",[{'s': 'The Queen'}],matched,
[Paul Cotter] directed which movies,Bomber,1,[] directed which movies,"
MATCH (d:`director` {name:'Paul Cotter'})<-[:directed_by]-(m:`movie`) RETURN m LIMIT 200
",[{'m': 'Bomber'}],matched,
which movies was [Max Ophüls] the writer of,The Earrings of Madame de...|Lola Montès|La Ronde|Le Plaisir|Everybody's Woman,1,which movies was [] the writer of,"
MATCH (w:`writer` {name:'Max Ophüls'})<-[:written_by]-(m:`movie`) RETURN m LIMIT 200
","[{'m': 'The Earrings of Madame de...'}, {'m': 'Lola Montès'}, {'m': 'La Ronde'}, {'m': 'Le Plaisir'}, {'m': ""Everybody's Woman""}]",matched,
what films did [Dennis Iliadis] direct,The Last House on the Left|+1,1,what films did [] direct,"
MATCH (d:`director` {name:'Dennis Iliadis'})<-[:directed_by]-(m:`movie`) RETURN m LIMIT 200
","[{'m': '+1'}, {'m': 'The Last House on the Left'}]",matched,
what films can be described by [han dynasty],Red Cliff,1,what films can be described by [],"
MATCH (s:`movie`)-[r:has_tags]->(o:`tag`)
WHERE toLower(o.name)='han dynasty' RETURN s LIMIT 200
",[{'s': 'Red Cliff'}],matched,
"what is the primary language in the film [Bread, Love and Dreams]",Italian,1,what is the primary language in the film [],"
MATCH (m:`movie` {name: 'Bread, Love and Dreams'})-[:in_language]->(l:`language`) RETURN l LIMIT 1
",[{'l': 'Italian'}],matched,
what type of film is [Baby Boom],Comedy,1,what type of film is [],"
MATCH (m:`movie` {name: 'Baby Boom'})-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
",[{'g': 'Comedy'}],matched,
the film [Lockout] starred which actors,Guy Pearce|Maggie Grace|Vincent Regan|Joseph Gilgun,1,the film [] starred which actors,"
MATCH (a:`actor`)<-[:starred_actors]-(m:`movie` {name: 'Lockout'}) RETURN a LIMIT 200
","[{'a': 'Joseph Gilgun'}, {'a': 'Vincent Regan'}, {'a': 'Maggie Grace'}, {'a': 'Guy Pearce'}]",matched,
who in the world wrote [The Life Aquatic with Steve Zissou],Wes Anderson|Noah Baumbach,1,who in the world wrote [],"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'The Life Aquatic with Steve Zissou'}) RETURN w LIMIT 200
","[{'w': 'Noah Baumbach'}, {'w': 'Wes Anderson'}]",matched,
what movies did [Seton I. Miller] write,The Adventures of Robin Hood|The Sea Hawk|Here Comes Mr. Jordan|Kid Galahad|Murders in the Zoo|Murder on a Honeymoon,1,what movies did [] write,"
MATCH (w:`writer` {name:'Seton I. Miller'})<-[:written_by]-(m:`movie`) RETURN m LIMIT 200
","[{'m': 'Kid Galahad'}, {'m': 'Murders in the Zoo'}, {'m': 'Here Comes Mr. Jordan'}, {'m': 'The Sea Hawk'}, {'m': 'Murder on a Honeymoon'}, {'m': 'The Adventures of Robin Hood'}]",matched,
what was the popularity rating of [Doctor Zhivago],famous,1,what was the popularity rating of [],"
MATCH (m:`movie` {name: 'Doctor Zhivago'})-[:has_imdb_rating]->(r:`imdbrating`) RETURN r  
",[],unmatched,
which words describe film [Repast],mikio naruse,1,which words describe film [],"
MATCH (t:`tag`)<-[:has_tags]-(m:`movie` {name: 'Repast'}) RETURN t LIMIT 200
",[{'t': 'mikio naruse'}],matched,
what does [Scott Adkins] act in,The Legend of Hercules|Assassination Games|Ninja,1,what does [] act in,"
MATCH (a:`actor` {name:'Scott Adkins'})<-[:starred_actors]-(m:`movie`) RETURN m  
","[{'m': 'The Legend of Hercules'}, {'m': 'Ninja'}, {'m': 'Assassination Games'}]",matched,
what movies did [Dominic West] star in,The Awakening|28 Days,1,what movies did [] star in,"
MATCH (a:`actor` {name:'Dominic West'})<-[:starred_actors]-(m:`movie`) RETURN m LIMIT 200
","[{'m': '28 Days'}, {'m': 'The Awakening'}]",matched,
how would people rate [Eight Below],good,1,how would people rate [],"
MATCH (m:`movie` {name: 'Eight Below'})-[:has_imdb_rating]->(r:`imdbrating`) RETURN r LIMIT 200
",[{'r': 'good'}],matched,
"who is the director of [Lust, Caution]",Ang Lee,1,who is the director of [],"
MATCH (m:`movie` {name: 'Lust, Caution'})-[:directed_by]->(d:`director`) RETURN d LIMIT 200
",[{'d': 'Ang Lee'}],matched,
"what is the main language in [Welcome Back, Mr. McDonald]",Japanese,1,what is the main language in [],"
MATCH (m:`movie` {name: 'Welcome Back, Mr. McDonald'})-[:in_language]->(l:`language`) RETURN l LIMIT 200
",[{'l': 'Japanese'}],matched,
which films are about [production i.g],Dead Leaves,1,which films are about [],"
MATCH (m:`movie`)-[:has_tags]->(t:`tag`)
WHERE toLower(t.name) CONTAINS 'production' OR toLower(t.name) CONTAINS 'i.g'
RETURN m LIMIT 200
","[{'m': 'Wittgenstein'}, {'m': 'The Dark Knight Rises'}, {'m': 'Star Trek'}, {'m': 'The Curse of Frankenstein'}, {'m': 'The Mummy'}, {'m': 'The Devil Rides Out'}, {'m': 'The Vampire Lovers'}, {'m': 'The Satanic Rites of Dracula'}, {'m': 'The Revenge of Frankenstein'}, {'m': 'The Hound of the Baskervilles'}, {'m': 'Dead Leaves'}]",matched,
can you give a few words describing what [Kids Return] is about,japanese|takeshi kitano,1,can you give a few words describing what [] is about,"
MATCH (t:`tag`)<-[:has_tags]-(m:`movie` {name: 'Kids Return'}) RETURN t.name LIMIT 200
","[{'t.name': 'takeshi kitano'}, {'t.name': 'japanese'}]",matched,
what is the language spoken in the film [13 Assassins],Japanese,1,what is the language spoken in the film [],"
MATCH (l:`language`)<-[:in_language]-(m:`movie` {name: '13 Assassins'}) RETURN l LIMIT 200
",[{'l': 'Japanese'}],matched,
what rating would people give [White Banners],good,1,what rating would people give [],"
MATCH (m:`movie` {name: 'White Banners'})-[:has_imdb_rating]->(r:`imdbrating`) RETURN r LIMIT 200
",[{'r': 'good'}],matched,
[Michael Patrick King] was the director on which movies,Sex and the City|Sex and the City 2,1,[] was the director on which movies,"
MATCH (d:`director` {name:'Michael Patrick King'})<-[:directed_by]-(m:`movie`) RETURN m LIMIT 200
","[{'m': 'Sex and the City 2'}, {'m': 'Sex and the City'}]",matched,
the film [My Life Without Me] was directed by who,Isabel Coixet,1,the film [] was directed by who,"
MATCH (m:`movie` {name: 'My Life Without Me'})-[:directed_by]->(d:`director`) RETURN d LIMIT 200
",[{'d': 'Isabel Coixet'}],matched,
what movies are about [noah baumbach],The Squid and the Whale|Frances Ha|Greenberg|Margot at the Wedding|Kicking and Screaming,1,what movies are about [],"
MATCH (m:`movie`)-[:has_tags]->(t:`tag`)
WHERE toLower(t.name) CONTAINS 'noah baumbach' 
RETURN m LIMIT 200
","[{'m': 'The Squid and the Whale'}, {'m': 'Kicking and Screaming'}, {'m': 'Frances Ha'}, {'m': 'Margot at the Wedding'}, {'m': 'Greenberg'}]",matched,
"who is listed as director for [South of Heaven, West of Hell]",Dwight Yoakam,1,who is listed as director for [],"
MATCH (m:`movie` {name: 'South of Heaven, West of Hell'})-[:directed_by]->(d:`director`) RETURN d LIMIT 200
",[{'d': 'Dwight Yoakam'}],matched,
which person wrote the movie [All You Need Is Cash],Eric Idle,1,which person wrote the movie [],"
MATCH (m:`movie` {name:'All You Need Is Cash'})-[:written_by]->(w:`writer`) RETURN w LIMIT 200
",[{'w': 'Eric Idle'}],matched,
what films are about [marco brambilla],Demolition Man|Excess Baggage,1,what films are about [],"
MATCH (s:`movie`)-[r:has_tags]->(o:`tag`)
WHERE toLower(o.name)='marco brambilla' RETURN s LIMIT 200
","[{'s': 'Demolition Man'}, {'s': 'Excess Baggage'}]",matched,
[Maurice Tourneur] was the director of which films,The Last of the Mohicans|The Blue Bird,1,[] was the director of which films,"
MATCH (d:`director` {name:'Maurice Tourneur'})<-[:directed_by]-(m:`movie`) RETURN m LIMIT 200
","[{'m': 'The Blue Bird'}, {'m': 'The Last of the Mohicans'}]",matched,
who directed [Clay Pigeons],David Dobkin,1,who directed [],"
MATCH (m:`movie` {name: 'Clay Pigeons'})-[:directed_by]->(d:`director`) RETURN d LIMIT 200
",[{'d': 'David Dobkin'}],matched,
what did [Timothy Linh Bui] direct,Powder Blue|Green Dragon,1,what did [] direct,"
MATCH (d:`director` {name:'Timothy Linh Bui'})<-[:directed_by]-(m:`movie`) RETURN m LIMIT 200
","[{'m': 'Green Dragon'}, {'m': 'Powder Blue'}]",matched,
which screenwriter wrote the script for [The 11th Hour],Leila Conners|Nadia Conners|Leonardo DiCaprio,1,which screenwriter wrote the script for [],"
MATCH (m:`movie` {name: 'The 11th Hour'})-[:written_by]->(w:`writer`) RETURN w LIMIT 200
","[{'w': 'Leonardo DiCaprio'}, {'w': 'Nadia Conners'}, {'w': 'Leila Conners'}]",matched,
who acted in [The Return of Frank James],Henry Fonda|Gene Tierney,1,who acted in [],"
MATCH (a:`actor`)<-[:starred_actors]-(m:`movie` {name: 'The Return of Frank James'}) RETURN a LIMIT 200
","[{'a': 'Gene Tierney'}, {'a': 'Henry Fonda'}]",matched,
what is the primary language in [Hana],Japanese,1,what is the primary language in [],"
MATCH (m:`movie` {name: 'Hana'})-[:in_language]->(l:`language`) RETURN l LIMIT 1
",[{'l': 'Japanese'}],matched,
can you give a few words describing [Begin Again],music|mark ruffalo|john carney,1,can you give a few words describing [],"
MATCH (t:`tag`)<-[:has_tags]-(m:`movie` {name: 'Begin Again'}) RETURN t LIMIT 200
","[{'t': 'john carney'}, {'t': 'mark ruffalo'}, {'t': 'music'}]",matched,
what was the genre of the movie [Charleston],Comedy,1,what was the genre of the movie [],"
MATCH (g:`genre`)<-[:has_genre]-(m:`movie` {name: 'Charleston'}) RETURN g LIMIT 200
",[{'g': 'Comedy'}],matched,
when was [The Fifth Element] released,1997,1,when was [] released,"
MATCH (m:`movie` {name: 'The Fifth Element'})-[:release_year]->(y:`year`) RETURN y LIMIT 1
",[{'y': '1997'}],matched,
[Cezary Pazura] appears in which movies,Kiler,1,[] appears in which movies,"
MATCH (a:`actor` {name:'Cezary Pazura'})<-[:starred_actors]-(m:`movie`) RETURN m  
",[{'m': 'Kiler'}],matched,
which movies are about [mimi leder],Deep Impact|Pay It Forward|The Peacemaker,1,which movies are about [],"
MATCH (m:`movie`)-[:has_tags]->(t:`tag`)
WHERE toLower(t.name)='mimi leder' RETURN m LIMIT 200
","[{'m': 'The Peacemaker'}, {'m': 'Deep Impact'}, {'m': 'Pay It Forward'}]",matched,
when was the movie [Bride of the Monster] released,1955,1,when was the movie [] released,"
MATCH (m:`movie` {name: 'Bride of the Monster'})-[:release_year]->(y:`year`) RETURN y LIMIT 1
",[{'y': '1955'}],matched,
what is the language spoken in [Frozen Land],Finnish,1,what is the language spoken in [],"
MATCH (l:`language`)<-[:in_language]-(m:`movie` {name: 'Frozen Land'}) RETURN l LIMIT 200
",[{'l': 'Finnish'}],matched,
what films did [Chris Columbus] act in,Fog City Mavericks,1,what films did [] act in,"
MATCH (a:`actor` {name:'Chris Columbus'})<-[:starred_actors]-(m:`movie`) RETURN m LIMIT 200
",[{'m': 'Fog City Mavericks'}],matched,
what sort of film is [Never Been Kissed],Comedy,1,what sort of film is [],"
MATCH (m:`movie` {name: 'Never Been Kissed'})-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
",[{'g': 'Comedy'}],matched,
the film [Man with the Gun] was written by who,Richard Wilson,1,the film [] was written by who,"
MATCH (m:`movie` {name: 'Man with the Gun'})-[:written_by]->(w:`writer`) RETURN w LIMIT 200
",[{'w': 'Richard Wilson'}],matched,
"what film genre is [Like Father, Like Son]",Drama,1,what film genre is [],"
MATCH (m:`movie` {name: 'Like Father, Like Son'})-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
",[{'g': 'Drama'}],matched,
which film did [Virginia Woolf] write,Orlando|Mrs Dalloway,1,which film did [] write,"
MATCH (w:`writer` {name:'Virginia Woolf'})<-[:written_by]-(m:`movie`) RETURN m LIMIT 200
","[{'m': 'Orlando'}, {'m': 'Mrs Dalloway'}]",matched,
the director of [Demon Seed] was who,Donald Cammell,1,the director of [] was who,"
MATCH (d:`director`)<-[:directed_by]-(m:`movie` {name: 'Demon Seed'}) RETURN d LIMIT 200
",[{'d': 'Donald Cammell'}],matched,
is [Harriet Craig] considered good,good,1,is [] considered good,"
MATCH (m:`movie` {name: 'Harriet Craig'})-[:has_imdb_rating]->(r:`imdbrating`)
RETURN m.name as Movie, r.value as IMDB_Rating, CASE WHEN r.value >= 7 THEN 'Yes' ELSE 'No' END as Is_Good
","[{'Movie': 'Harriet Craig', 'Is_Good': 'No'}]",unmatched,
which movie did [Jeremy Leven] write,Don Juan DeMarco|Creator|Girl on a Bicycle|Crazy as Hell,1,which movie did [] write,"
MATCH (w:`writer` {name:'Jeremy Leven'})<-[:written_by]-(m:`movie`) RETURN m LIMIT 200
","[{'m': 'Girl on a Bicycle'}, {'m': 'Crazy as Hell'}, {'m': 'Don Juan DeMarco'}, {'m': 'Creator'}]",matched,
what movies did [Prakash Raj] act in,Singham|Dabangg 2,1,what movies did [] act in,"
MATCH (a:`actor` {name:'Prakash Raj'})<-[:starred_actors]-(m:`movie`) RETURN m LIMIT 200
","[{'m': 'Singham'}, {'m': 'Dabangg 2'}]",matched,
what film did [Gerald Clarke] write,Capote,1,what film did [] write,"
MATCH (w:`writer` {name:'Gerald Clarke'})<-[:written_by]-(m:`movie`) RETURN m LIMIT 200
",[{'m': 'Capote'}],matched,
what was the genre of [Fantastic Four],Action,1,what was the genre of [],"
MATCH (m:`movie` {name: 'Fantastic Four'})-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
",[{'g': 'Action'}],matched,
who wrote the movie [Kinsey],Bill Condon,1,who wrote the movie [],"
MATCH (m:`movie` {name: 'Kinsey'})-[:written_by]->(w:`writer`) RETURN w LIMIT 200
",[{'w': 'Bill Condon'}],matched,
who wrote the film [Harry and Tonto],Paul Mazursky|Josh Greenfeld,1,who wrote the film [],"
MATCH (m:`movie` {name: 'Harry and Tonto'})-[:written_by]->(w:`writer`) RETURN w LIMIT 200
","[{'w': 'Josh Greenfeld'}, {'w': 'Paul Mazursky'}]",matched,
who are the actors in [Electric Dreams],Virginia Madsen|Bud Cort|Lenny von Dohlen,1,who are the actors in [],"
MATCH (a:`actor`)<-[:starred_actors]-(m:`movie` {name: 'Electric Dreams'}) RETURN a LIMIT 200
","[{'a': 'Lenny von Dohlen'}, {'a': 'Bud Cort'}, {'a': 'Virginia Madsen'}]",matched,
what films did [Selwyn Jepson] write,Stage Fright,1,what films did [] write,"
MATCH (w:`writer` {name:'Selwyn Jepson'})<-[:written_by]-(m:`movie`) RETURN m LIMIT 200
",[{'m': 'Stage Fright'}],matched,
who was the writer of [The Rocky Horror Picture Show],Richard O'Brien|Jim Sharman,1,who was the writer of [],"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'The Rocky Horror Picture Show'}) RETURN w LIMIT 200
","[{'w': 'Jim Sharman'}, {'w': ""Richard O'Brien""}]",matched,
what is the genre of [Sweet Sweetback's Baadasssss Song],Drama,1,what is the genre of [],"
MATCH (m:`movie` {name: ""Sweet Sweetback's Baadasssss Song""})-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
",[{'g': 'Drama'}],matched,
what language is [On the Road] in,English|French,1,what language is [] in,"
MATCH (m:`movie` {name: 'On the Road'})-[:in_language]->(l:`language`) RETURN l LIMIT 200
","[{'l': 'French'}, {'l': 'English'}]",matched,
what did audiences think of [Hearts of the West],good,1,what did audiences think of [],"
MATCH (m:`movie` {name: 'Hearts of the West'})-[:has_imdb_rating]->(r:`imdbrating`) 
RETURN r LIMIT 200
",[{'r': 'good'}],matched,
which movies can be described by [jesse peretz],Our Idiot Brother,1,which movies can be described by [],"
MATCH (d:`director` {name:'Jesse Peretz'})<-[:directed_by]-(m:`movie`) RETURN m LIMIT 200
","[{'m': 'The Ex'}, {'m': 'Our Idiot Brother'}]",matched,
which movie was [David Denneen] the director for,Restraint,1,which movie was [] the director for,"
MATCH (d:`director` {name:'David Denneen'})<-[:directed_by]-(m:`movie`) RETURN m LIMIT 200
",[{'m': 'Restraint'}],matched,
which person wrote [Gambling City],Ernesto Gastaldi|Sergio Martino,1,which person wrote [],"
MATCH (m:`movie` {name:'Gambling City'})-[:written_by]->(w:`writer`) RETURN w LIMIT 200
","[{'w': 'Sergio Martino'}, {'w': 'Ernesto Gastaldi'}]",matched,
what is the genre of the film [The Whole Nine Yards],Comedy|Crime,1,what is the genre of the film [],"
MATCH (g:`genre`)<-[:has_genre]-(m:`movie` {name: 'The Whole Nine Yards'}) RETURN g LIMIT 200
","[{'g': 'Comedy'}, {'g': 'Crime'}]",matched,
who's the director of [Jungle 2 Jungle],John Pasquin,1,who's the director of [],"
MATCH (m:`movie` {name: 'Jungle 2 Jungle'})-[:directed_by]->(d:`director`) RETURN d LIMIT 200
",[{'d': 'John Pasquin'}],matched,
who stars in [Anton Chekhov's The Duel],Andrew Scott|Fiona Glascott,1,who stars in [],"
MATCH (a:`actor`)<-[:starred_actors]-(m:`movie` {name: ""Anton Chekhov's The Duel""}) RETURN a LIMIT 200
","[{'a': 'Fiona Glascott'}, {'a': 'Andrew Scott'}]",matched,
who was the writer of the film [Lorna],Russ Meyer|James Griffith,1,who was the writer of the film [],"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'Lorna'}) RETURN w LIMIT 200
","[{'w': 'James Griffith'}, {'w': 'Russ Meyer'}]",matched,
